RA	DEC	SNtype	Galtype	mag_g	bar
339.90796  	 11.77111  	   Ib      	 Sc        	14.41      	           
 18.42125  	 -0.10178  	   Ia      	 Sab       	14.58      	           
354.55192  	-20.78017  	   Ib      	NA         	NA         	NA         
225.96100  	 42.11347  	   II      	 Sbc       	14.39      	B          
 29.89750  	 14.00544  	   II      	 S0        	13.64      	           
 31.08129  	 -8.72839  	   Ia      	 S0/a      	13.97      	           
 42.54979  	 47.05569  	   IIn     	 Sc        	13.97      	           
  9.74904  	 -9.01572  	   Ia      	 S0        	14.17      	           
331.28846  	 26.60872  	   II      	 Sb        	14.53      	           
347.52108  	 30.22333  	:  Ia      	 Sbc       	14.10      	           
 10.35367  	 25.49631  	   Ib      	 Sc        	12.62      	           
322.15471  	  1.22811  	   Ia      	 S         	17.41      	           
  5.40642  	 -1.00997  	   Ia      	 S         	17.56      	           
 55.60200  	 39.24194  	   Ia      	 Sbc       	14.41      	B          
305.00904  	 -0.97569  	   Ia      	NA         	NA         	NA         
309.68275  	 -0.47453  	   Ia      	 Sb        	18.13      	           
316.76554  	  0.72308  	   Ia      	NA         	NA         	NA         
323.45525  	 -1.01594  	   II      	 Sb        	17.40      	           
323.87808  	 -0.98028  	   Ia      	           	NA         	           
353.96463  	 -0.17711  	   Ia      	           	NA         	           
323.69421  	  1.17592  	   Ia      	 S         	19.05      	           
309.47188  	  1.22114  	   Ia      	 Sbc       	17.18      	           
313.03817  	 -0.51111  	   Ia      	 S         	17.27      	           
  6.64850  	 -0.30208  	   Ia      	 S         	19.42      	           
  9.58350  	 -0.29497  	   II      	           	NA         	           
 27.39546  	 -0.64989  	   Ia      	 S         	21.31      	           
334.95942  	  0.02439  	   Ia      	           	NA         	           
 41.78613  	  0.77514  	   Ia      	NA         	NA         	NA         
330.25554  	  0.71625  	   Ia      	NA         	NA         	NA         
332.86546  	  0.75597  	   Ia      	           	NA         	           
332.54275  	  0.50328  	   Ia      	NA         	NA         	NA         
345.02492  	  0.53767  	   Ia      	NA         	NA         	NA         
 38.16204  	  0.61750  	   Ic      	 Sb        	14.51      	           
  5.00338  	 -0.62497  	   II P    	 S         	17.33      	           
312.62629  	  0.39869  	   Ia      	NA         	NA         	NA         
317.49583  	  0.40878  	   Ia      	 S         	18.37      	           
  7.95858  	 -0.38297  	   Ia      	NA         	NA         	NA         
357.78504  	 -0.74636  	   Ia      	           	NA         	           
 20.40783  	  0.41450  	   Ia      	           	NA         	           
 26.79308  	 -0.14700  	   Ia      	NA         	NA         	NA         
341.56729  	  0.41589  	   Ia      	NA         	NA         	NA         
351.66746  	 -0.84025  	   Ia      	 S pec     	18.04      	           
  4.17229  	 -0.42453  	   Ia      	 S         	17.95      	           
 21.14929  	  1.72106  	   IIb     	 Sbc       	12.37      	B          
 13.23471  	  0.44786  	   I       	NA         	NA         	NA         
359.81875  	 -1.25036  	   Ia      	           	NA         	           
 17.60996  	 -1.06800  	   II P    	 S         	18.74      	           
327.39913  	  0.00106  	   Ia      	NA         	NA         	NA         
 11.60146  	  0.00347  	   Ia      	 S0        	16.61      	           
  7.05213  	  0.11800  	   Ia      	NA         	NA         	NA         
 13.69558  	 -0.25086  	   Ia      	NA         	NA         	NA         
321.34725  	 -1.03367  	   Ia      	NA         	NA         	NA         
 16.45879  	  0.14481  	   Ia      	           	NA         	           
344.78108  	 -0.62736  	   Ia      	NA         	NA         	NA         
347.82679  	  0.50461  	   Ia      	NA         	NA         	NA         
  6.14067  	 -0.27908  	   Ia      	NA         	NA         	NA         
338.54167  	  0.05497  	   Ia      	NA         	NA         	NA         
 26.30225  	  0.35644  	   II      	 Sbc       	16.23      	           
338.09446  	 30.82869  	   Ia      	 Sb        	14.77      	           
179.03542  	 55.39161  	   II      	 Sc        	13.79      	           
 14.07208  	 -1.62944  	   Ia      	 S         	17.34      	           
 10.16233  	 -0.07358  	   Ia      	NA         	NA         	NA         
 27.15154  	  0.32822  	   Ia      	NA         	NA         	NA         
 29.47292  	 -0.53414  	   Ia      	NA         	NA         	NA         
 42.05867  	 -0.34703  	   Ia      	           	NA         	           
 49.36275  	 41.40542  	   IIn     	 S0/a      	13.68      	           
 51.50621  	 40.69514  	   Ia      	 S         	16.71      	           
344.64292  	 15.17383  	   Ia      	 Sbc       	14.73      	B          
 17.39471  	  0.70414  	   Ia      	NA         	NA         	NA         
326.01479  	  0.72628  	   Ia      	           	NA         	           
331.10046  	  0.69122  	   Ia      	 S         	20.11      	           
345.21871  	 -0.98114  	   Ia      	NA         	NA         	NA         
 25.24338  	 -0.72786  	   Ia      	NA         	NA         	NA         
 40.61238  	 -0.79414  	   Ia      	 S         	19.72      	           
 20.94183  	  0.81667  	   Ia      	NA         	NA         	NA         
317.58808  	  0.93264  	   Ia      	NA         	NA         	NA         
350.12308  	 -1.15783  	   Ia      	NA         	NA         	NA         
350.69158  	  0.53289  	   Ia      	NA         	NA         	NA         
351.56171  	 -0.38225  	   Ia      	NA         	NA         	NA         
166.82779  	 76.69717  	   Ia pec  	 Sab       	14.62      	B          
  8.36688  	 -0.32025  	   II      	 S         	17.43      	           
  6.05967  	 -0.24825  	   Ia      	NA         	NA         	NA         
354.94646  	  0.20522  	   Ia      	 Sb        	17.23      	           
 27.56479  	 -0.88725  	   Ia      	 S         	19.01      	           
 39.02025  	 -0.99417  	   Ia      	NA         	NA         	NA         
318.19858  	  0.91633  	   Ia      	NA         	NA         	NA         
 53.59467  	 -1.12319  	   Ia      	NA         	NA         	NA         
336.83329  	  1.03094  	   Ia      	NA         	NA         	NA         
 48.26433  	 -0.47164  	   Ia      	           	NA         	           
 18.48879  	  0.37167  	   Ia      	 Sab       	16.62      	           
332.08096  	 -1.19639  	   Ia      	NA         	NA         	NA         
  3.17083  	 -0.53547  	   II      	NA         	NA         	NA         
 31.82992  	  1.25208  	   Ia      	 S         	18.13      	           
 49.04929  	 -0.60094  	   Ia      	           	NA         	           
332.26329  	 17.84136  	   II      	 Sbc       	15.19      	B          
343.77229  	 21.10064  	   Ia      	 Im        	18.67      	           
344.17571  	  3.52597  	   Ia      	NA         	NA         	NA         
 62.58788  	 13.47344  	   Ia      	 Sdm       	17.80      	B          
  2.43467  	 -6.28939  	   II      	NA         	NA         	NA         
  8.09158  	  5.89956  	   II      	 Sbc       	17.35      	           
  2.79004  	 29.90842  	   II      	 Sc        	16.53      	           
 21.52638  	 -5.73250  	   Ia      	 S         	19.49      	           
 10.15896  	 -3.11336  	   Ia      	 Sbc       	17.60      	B          
  1.72875  	 -1.63397  	   Ia      	NA         	NA         	NA         
357.13200  	 -2.14925  	   Ib/c    	 Sbc       	16.01      	           
324.89063  	 10.48486  	   Ia      	 S         	16.67      	           
346.14867  	  7.60597  	   Ib/c    	 Sd        	16.16      	           
 99.17138  	 37.60139  	   II      	 Sbc       	16.51      	B          
177.05146  	 54.98739  	   IIb     	 Scd       	15.16      	           
350.33117  	  0.25975  	   II      	 Sc        	17.53      	           
359.80846  	 -0.31103  	   II      	 S         	19.19      	           
330.47008  	  1.04503  	   Ia      	NA         	NA         	NA         
319.07167  	  0.55950  	   Ia      	NA         	NA         	NA         
  5.08396  	  7.70194  	   II      	 Sbc       	15.13      	           
336.71629  	  0.50606  	   Ia      	           	NA         	           
  0.15646  	 28.38414  	   II      	 Sb        	14.49      	B          
139.33658  	 41.90908  	   Ib/c pec	 Sdm       	14.56      	           
120.53096  	  0.80875  	   IIn     	 Sbc       	14.85      	B          
 27.72200  	 33.09811  	   Ia pec  	 S0/a      	14.86      	           
338.72738  	  0.00203  	   Ia      	NA         	NA         	NA         
342.11100  	 -0.43528  	   Ia      	NA         	NA         	NA         
  1.69063  	 -0.03678  	   Ia      	NA         	NA         	NA         
308.19496  	  0.92708  	   Ia      	NA         	NA         	NA         
314.89504  	  1.22325  	   Ia      	NA         	NA         	NA         
328.24042  	  0.25381  	   Ia      	NA         	NA         	NA         
308.01946  	 -0.57453  	   IIn     	NA         	NA         	NA         
343.55113  	  1.05064  	   Ia      	NA         	NA         	NA         
  7.66325  	  0.14158  	   Ia      	NA         	NA         	NA         
 20.81133  	 -0.32964  	   Ib      	 S         	16.87      	           
314.23425  	 -0.27906  	   Ia      	 S         	19.42      	           
 54.27708  	  0.00936  	   Ia      	NA         	NA         	NA         
 54.94646  	  0.99283  	   Ia      	NA         	NA         	NA         
313.83358  	 -0.09278  	   Ia      	NA         	NA         	NA         
329.70025  	  0.19772  	   Ia      	NA         	NA         	NA         
351.16254  	 -0.71833  	   Ia      	 S         	17.93      	           
 22.63421  	  0.21978  	   Ia      	NA         	NA         	NA         
 35.84292  	  0.81900  	   Ia      	 S         	19.30      	           
 58.05858  	  0.29208  	   Ib      	NA         	NA         	NA         
 15.73475  	  0.18311  	   Ia      	NA         	NA         	NA         
  2.85333  	  0.70272  	   Ia      	 S         	19.05      	           
 34.61117  	  0.22667  	   Ia      	NA         	NA         	NA         
304.79254  	 -1.06450  	   Ia      	NA         	NA         	NA         
337.54421  	 -0.40783  	   Ia      	NA         	NA         	NA         
 16.95833  	  0.82819  	   Ia      	           	NA         	           
 55.46033  	  8.15694  	   Ia      	 S0/a      	14.49      	           
 16.07075  	  0.76914  	   II      	NA         	NA         	NA         
 27.29938  	 -0.60525  	   II      	           	NA         	           
316.64242  	 -0.64794  	   Ia      	NA         	NA         	NA         
 51.13671  	  1.02236  	   Ia      	NA         	NA         	NA         
  6.91608  	  0.64950  	   Ia      	NA         	NA         	NA         
  7.88867  	 -0.13581  	   Ia      	NA         	NA         	NA         
 35.15804  	  0.34839  	   Ia      	NA         	NA         	NA         
314.52175  	  0.90047  	   II      	 S         	20.24      	           
 22.24979  	  0.76994  	   Ia      	NA         	NA         	NA         
 32.79858  	  0.69583  	   Ia      	NA         	NA         	NA         
318.90242  	 -0.32142  	   Ia      	           	NA         	           
  4.83200  	  1.09072  	   Ia      	NA         	NA         	NA         
337.51942  	  0.00367  	   Ia      	NA         	NA         	NA         
323.95967  	 -1.05744  	   Ia      	NA         	NA         	NA         
354.55667  	  1.24911  	   Ia      	NA         	NA         	NA         
  0.77775  	  0.91378  	   II      	NA         	NA         	NA         
 33.74158  	  0.60250  	   Ia      	           	NA         	           
 55.56113  	  0.47828  	   Ia      	           	NA         	           
319.66833  	 -1.02428  	   Ia      	NA         	NA         	NA         
326.84750  	 -0.49467  	   Ia      	NA         	NA         	NA         
196.79900  	 28.64617  	   IIn     	NA         	NA         	NA         
340.70142  	 -0.90175  	   Ia      	NA         	NA         	NA         
 49.86746  	 -0.31803  	   Ia      	           	NA         	           
341.10200  	 -0.16486  	   Ib/c    	 Sbc       	13.21      	           
  8.86588  	  2.93075  	   Ib      	 Sdm       	14.91      	B          
351.71500  	  9.33267  	   II      	NA         	NA         	NA         
  2.68175  	  0.20131  	   Ia      	NA         	NA         	NA         
 53.01917  	 -0.10017  	   Ia      	NA         	NA         	NA         
331.86725  	 -0.90342  	   Ia      	NA         	NA         	NA         
335.05333  	  0.40994  	   Ia      	NA         	NA         	NA         
348.83296  	 -0.56258  	   Ia      	NA         	NA         	NA         
323.57992  	  0.58911  	   Ia      	NA         	NA         	NA         
  6.77367  	 -0.12597  	   Ia      	NA         	NA         	NA         
 34.14950  	 -0.15514  	   Ia      	NA         	NA         	NA         
 39.72067  	  0.09008  	   Ia      	NA         	NA         	NA         
 27.16900  	 -0.57658  	   I pec   	 S         	19.90      	           
 34.24954  	 30.69928  	   Ib      	 Im        	18.04      	           
173.01375  	 36.70100  	   Ib/c    	 Sc        	13.96      	B          
 32.14029  	 -3.95358  	   Ia      	 Sb        	18.61      	B          
 37.54325  	 -8.11500  	   Ia      	NA         	NA         	NA         
 38.67658  	 -8.51108  	   Ia      	NA         	NA         	NA         
 36.91971  	 -8.16894  	   II      	NA         	NA         	NA         
